english,polish,type,level
face,twarz,rzeczownik,A1
claim,twierdzenie,rzeczownik,B1
claim,twierdzić,czasownik,B1
creation,tworzenie,rzeczownik,B2
material,tworzywo,rzeczownik,A2
plastic,tworzywo sztuczne,rzeczownik,A2
create/ form,tworzyć,czasownik,A1
list,tworzyć listę,czasownik,A1
your,twój,określnik,A1
yours,twój,zaimek,A2
creative,twórczy,przymiotnik,A2
you,ty,zaimek,A1
yourself,ty sam,zaimek,A1
week,tydzień,rzeczownik,A1
alone/ just/ only,tylko,przysłówek,A2
back,tylny,przymiotnik,A2
meanwhile,tymczasem,przysłówek,B1
temporary,tymczasowy,przymiotnik,B2
kind (type)/ sort/ type,typ,rzeczownik,A1
typically,typowo,przysłówek,B1
standard/ typical/ usual,typowy,przymiotnik,B1
thousand,tysiąc,liczebnik,A1
title,tytuł,rzeczownik,A1
title,tytułować,czasownik,B2
back,tył,rzeczownik,A1
miss,tęsknić,czasownik,A1
lively,tętniący życiem,przymiotnik,B2
background,tło,rzeczownik,A2
crowd,tłum,rzeczownik,A2
translation,tłumaczenie,rzeczownik,B1
translate,tłumaczyć,czasownik,B1
fat,tłuszcz,rzeczownik,A2
insurance,ubezpieczenie,rzeczownik,B2
apply,ubiegać się o,czasownik,A2
dress,ubierać (się),czasownik,A1
regret,ubolewanie,rzeczownik,B2
clothes,ubrania,rzeczownik,A1
clothing,ubranie,rzeczownik,A2
dressed,ubrany,przymiotnik,B1
poverty,ubóstwo,rzeczownik,B1
ear,ucho,rzeczownik,A1
handle,uchwyt,rzeczownik,B2
escape,ucieczka,rzeczownik,B1
escape,uciekać,czasownik,B1
honest,uczciwy,przymiotnik,B1
college,uczelnia,rzeczownik,A1
learning,uczenie się,rzeczownik,A2
participate,uczestniczyć,czasownik,B1
participant,uczestnik,rzeczownik,B2
pupil/ student,uczeń,rzeczownik,B2
feel/ feeling,uczucie,rzeczownik,B2
emotional,uczuciowy,przymiotnik,B2
teach,uczyć (kogoś),czasownik,A1
learn/ study,uczyć się,czasownik,A1
attend,uczęszczać,czasownik,A2
successful,udany,przymiotnik,A2
pretend,udawać,czasownik,B1
hit/ knock/ strike,uderzać,czasownik,A2
impact,uderzać w,czasownik,B1
beat/ hit/ impact/ knock/ strike,uderzenie,rzeczownik,B2
facility,udogodnienie,rzeczownik,B2
share,udostępniać,czasownik,A1
prove,udowadniać,czasownik,B1
contribution/ entry/ share,udział,rzeczownik,B2
grant,udzielać,czasownik,B2
trust,ufać,czasownik,B2
faith,ufność,rzeczownik,B2
found,ufundować,czasownik,B2
bite,ugryzienie,rzeczownik,B1
ride,ujeżdżać,czasownik,A1
shot,ujęcie (filmu),rzeczownik,B2
graduate,ukończyć studia,czasownik,B1
hide,ukrywać (się),czasownik,A2
deal/ network/ system,układ,rzeczownik,B1
pile,układać w stos,czasownik,B2
enhance/ improve,ulepszać,czasownik,B2
improvement,ulepszenie,rzeczownik,B1
shower,ulewa,rzeczownik,A1
relief,ulga,rzeczownik,B2
road/ street,ulica,rzeczownik,A1
favourite,ulubieniec,rzeczownik,A1
favourite,ulubiona rzecz,rzeczownik,A1
favourite,ulubiony,przymiotnik,A1
date,umawiać się,czasownik,B2
locate,umiejscawiać,czasownik,B1
ability/ skill,umiejętność,rzeczownik,A2
die,umierać,czasownik,A1
place/ position/ set (put),umieszczać,czasownik,B1
centre,umieszczać w centrum,czasownik,B1
post,umieszczać wpis,czasownik,A1
agreement/ contract,umowa,rzeczownik,B1
enable,umożliwiać,czasownik,B2
mind,umysł,rzeczownik,A2
mental,umysłowy,przymiotnik,B1
deliberately,umyślnie,przysłówek,B2
union,unia,rzeczownik,B1
uniform,uniform,rzeczownik,A2
unique,unikalny,przymiotnik,B2
avoid,unikać,czasownik,A2
university,uniwersytet,rzeczownik,A1
float,unosić się na wodzie,czasownik,B2
fall,upadać,czasownik,A1
collapse/ fall,upadek,rzeczownik,B2
hot,upalny,przymiotnik,A1
heat,upał,rzeczownik,A2
ensure,upewniać się,czasownik,B2
like (pleasant),upodobanie,rzeczownik,B1
crop,uprawa,rzeczownik,B2
grow,uprawiać,czasownik,A1
farm,uprawiać rolę,czasownik,A2
kind (caring)/ polite,uprzejmy,przymiotnik,B1
drop,upuszczać,czasownik,A2
injury,uraz,rzeczownik,A2
injure/ offend,urazić,czasownik,B1
settle,uregulować,czasownik,B2
leave/ vacation,urlop,rzeczownik,B2
lovely,uroczy,przymiotnik,A2
celebration/ ceremony,uroczystość,rzeczownik,B1
beauty,uroda,rzeczownik,B1
birth,urodzenie,rzeczownik,A2
birthday,urodziny,rzeczownik,A1
born,urodzony,czasownik (forma bierna),A1
appeal,urok,rzeczownik,B2
office,urząd,rzeczownik,A1
device,urządzenie,rzeczownik,A2
officer/ official,urzędnik,rzeczownik,A2
seat,usadzać,czasownik,B2
satisfied,usatysfakcjonowany,przymiotnik,B2
calm,uspokajać,czasownik,B1
excuse,usprawiedliwiać,czasownik,B2
excuse,usprawiedliwienie,rzeczownik,B2
mouth,usta,rzeczownik,A1
determine/ fix,ustalać,czasownik,B1
arrangement,ustalenie,rzeczownik,A2
establish,ustanawiać,czasownik,B2
act,ustawa,rzeczownik,B1
position/ set (put),ustawiać,czasownik,B2
line,ustawiać w linii,czasownik,B2
setting,ustawienie,rzeczownik,B1
fault,usterka,rzeczownik,B2
structure,ustrukturyzować,czasownik,B2
remove,usuwać,czasownik,A2
located,usytuowany,przymiotnik,B1
damage,uszkadzać,czasownik,B1
damage,uszkodzenie,rzeczownik,B1
service,usługa,rzeczownik,A2
talented,utalentowany,przymiotnik,B1
loss,utrata,rzeczownik,B1
maintain/ support,utrzymywać,czasownik,B2
song/ track,utwór,rzeczownik,A1
attention/ comment/ note/ remark,uwaga,rzeczownik,A2
attention,uwaga!,wykrzyknik,A2
free/ release/ rid,uwalniać,czasownik,B2
feel/ think,uważać,czasownik,A1
mind,uważać na,czasownik,A2
account/ regard,uważać za,czasownik,B2
carefully/ closely,uważnie,przysłówek,A2
careful,uważny,przymiotnik,A2
love,uwielbiać,czasownik,A1
release,uwolnienie,rzeczownik,B1
highlight,uwypuklać,czasownik,B1
justify,uzasadniać,czasownik,B2
credit,uznanie,rzeczownik,A2
recognize,uznawać,czasownik,A2
credit,uznawać zasługę,czasownik,B2
acknowledge/ figure,uznać,czasownik,B2
obtain,uzyskać,czasownik,B2
access,uzyskać dostęp,czasownik,B1
hold,uścisk,rzeczownik,B2
smile,uśmiech,rzeczownik,A2
smile,uśmiechać się,czasownik,A2
realize,uświadomić sobie,czasownik,A2
use,użycie,rzeczownik,A2
useful,użyteczny,przymiotnik,A1
user,użytkownik,rzeczownik,A2
used,używany,przymiotnik,B1
use,używać,czasownik,A1
van,van,rzeczownik,A2
at/ in,w,przyimek,A1
on,w (o dniu),przyimek,A1
indoors,w budynku,przysłówek,B1
entirely,w całości,przysłówek,B2
pregnant,w ciąży,przymiotnik,B2
depressed,w depresji,przymiotnik,B2
home,w domu,przysłówek,A1
largely,w dużej mierze,przysłówek,B2
downwards,w dół,przysłówek,B2
down,w dół (czegoś),przyimek,A1
basically,w gruncie rzeczy,przysłówek,B2
up/ upwards,w górę,przysłówek,A1
up,w górę (czegoś),przyimek,A1
anyway,w każdym razie,przysłówek,A2
towards,w kierunku,przyimek,A2
eventually/ finally/ ultimately,w końcu,przysłówek,B1
left,w lewo,przysłówek,A1
meanwhile,w międzyczasie,przysłówek,B1
following,w następstwie,przyimek,B2
within,w obrębie,przyimek,B1
any,w ogóle,przysłówek,A2
fully,w pełni,przysłówek,B2
across,w poprzek,przyimek,A1
all right/ fine,w porządku,przymiotnik,A2
OK,w porządku,przymiotnik / przysłówek,A1
all right,w porządku,przysłówek,A2
OK/ all right,w porządku,wykrzyknik,A2
half,w połowie,przysłówek,A2
unlike,w przeciwieństwie do,przyimek,B1
otherwise,w przeciwnym razie,przysłówek,B2
approximately,w przybliżeniu,przysłówek,B1
overall,w sumie,przysłówek,B2
including,w tym,przyimek,A2
aged,w wieku,przymiotnik,B1
instead,w zamian,przysłówek,A2
inside,w środku,przysłówek,A2
fan,wachlarz,rzeczownik,A2
disadvantage,wada,rzeczownik,B1
scale/ weight,waga,rzeczownik,B2
hesitate,wahać się,czasownik,B2
holiday/ vacation,wakacje,rzeczownik,A1
battle/ fight,walczyć,czasownik,B2
case,walizka,rzeczownik,A2
battle/ fight/ fighting/ struggle,walka,rzeczownik,B1
currency,waluta,rzeczownik,B1
bath,wanna,rzeczownik,A1
lip,warga,rzeczownik,B1
layer,warstwa,rzeczownik,B1
garage,warsztat,rzeczownik,B1
worth,wart,przymiotnik,B1
guard,warta,rzeczownik,B1
valuable,wartościowy,przymiotnik,B1
value/ worth,wartość,rzeczownik,B1
condition,warunek,rzeczownik,A2
vegetable,warzywo,rzeczownik,A1
your,wasz,określnik,A1
yours,wasz (zaimek dzierżawczy),zaimek,A2
pack,wataha,rzeczownik,B1
importance,ważność,rzeczownik,B1
important/ major/ significant,ważny,przymiotnik,A1
weigh,ważyć,czasownik,B1
enter,wchodzić,czasownik,A2
board,wchodzić na pokład,czasownik,B1
still,wciąż,przysłówek,A1
early,wczesny,przymiotnik,A1
early,wcześnie,przysłówek,A1
before/ previously,wcześniej,przysłówek,A2
yesterday,wczoraj,przysłówek / rzeczownik,A1
grateful,wdzięczny,przymiotnik,B1
asleep,we śnie,przymiotnik,A2
according to,według,przyimek,A2
weekend,weekend,rzeczownik,A1
entrance/ entry,wejście,rzeczownik,B1
fan,wentylator,rzeczownik,A2
version,wersja,rzeczownik,B1
wedding,wesele,rzeczownik,A2
crash,wetrzeć się,czasownik,B2
in/ inside/ within,wewnątrz,przyimek,A1
in/ indoors/ inside,wewnątrz,przysłówek,A1
inner/ inside/ internal,wewnętrzny,przymiotnik,B2
wool,wełna,rzeczownik,B1
insight,wgląd,rzeczownik,B2
news,wiadomości,rzeczownik,A1
message,wiadomość,rzeczownik,A1
belief/ faith,wiara,rzeczownik,B1
reliable,wiarygodny,przymiotnik,B1
wind (air),wiatr,rzeczownik,A2
blow,wiać,czasownik,A2
fork,widelec,rzeczownik,A2
video,wideo,rzeczownik,A1
apparently,widocznie,przysłówek,B2
sight/ view,widok,rzeczownik,B1
audience,widownia,rzeczownik,A2
viewer,widz,rzeczownik,B1
see,widzieć,czasownik,A1
evening/ night,wieczór,rzeczownik,A1
knowledge,wiedza,rzeczownik,A2
know,wiedzieć,czasownik,A1
rural,wiejski,przymiotnik,B2
age/ century,wiek,rzeczownik,A1
many/ much,wiele,określnik / zaimek,A1
great/ large,wielki,przymiotnik,A1
capital,wielki (o literze),przymiotnik,A1
size,wielkość,rzeczownik,A2
multiple/ repeated,wielokrotny,przymiotnik,B2
true,wierny,przymiotnik,A1
line/ poem,wiersz,rzeczownik,A1
believe,wierzyć,czasownik,A1
hang,wieszać,czasownik,B1
countryside/ village,wieś,rzeczownik,B1
news,wieści,rzeczownik,A1
tower,wieża,rzeczownik,A2
wet,wilgotny,przymiotnik,A2
blame/ fault,wina,rzeczownik,B2
lift,winda,rzeczownik,A2
guilty,winny,przymiotnik,B1
wine,wino,rzeczownik,A1
village,wioska,rzeczownik,A1
spring,wiosna,rzeczownik,A1
virtual,wirtualny,przymiotnik,B2
virus,wirus,rzeczownik,A2
hang,wisieć,czasownik,B1
welcome,witaj,wykrzyknik / przymiotnik,A1
vitamin,witamina,rzeczownik,B2
greet/ welcome,witać,czasownik,A2
site,witryna internetowa,rzeczownik,A2
image,wizerunek,rzeczownik,A2
vision,wizja,rzeczownik,B2
visual,wizualny,przymiotnik,B2
appointment/ visit,wizyta,rzeczownik,B1
associate/ relate/ tie,wiązać,czasownik,B2
chain,wiązać łańcuchem,czasownik,B2
bunch,wiązka,rzeczownik,B2
so,więc,przysłówek / spójnik,A1
more,więcej,określnik / zaimek,A1
more,więcej,przysłówek,A1
most,większość,określnik / zaimek,A1
majority,większość,rzeczownik,B2
prison,więzienie,rzeczownik,A2
prisoner,więzień,rzeczownik,B1
bond/ tie,więź,rzeczownik,B2
soon,wkrótce,przysłówek,A1
contribution,wkład,rzeczownik,B2
drag,wlec,czasownik,B2
including,wliczając,przyimek,A2
included,wliczony,przymiotnik,A2
conclusion/ proposal,wniosek,rzeczownik,B1
request,wnioskować,czasownik,B1
contribute,wnosić wkład,czasownik,B2
inside,wnętrze,rzeczownik,A2
towards,wobec,przyimek,A2
water,woda,rzeczownik,A1
war,wojna,rzeczownik,A2
army/ military,wojsko,rzeczownik,A2
military,wojskowy,przymiotnik,B2
around,wokół,przyimek,A1
around,wokół,przysłówek,A1
round,wokół,przysłówek / przyimek,A2
will,wola,rzeczownik,B1
prefer,woleć,czasownik,A1
freedom,wolność,rzeczownik,B2
free/ slow,wolny,przymiotnik,A1
single,wolny (stan cywilny),przymiotnik,A2
opening,wolny etat,rzeczownik,B2
volunteer,wolontariusz,rzeczownik,B1
bag,worek,rzeczownik,A1
call,wołać,czasownik,A1
beef,wołowina,rzeczownik,A2
stare,wpatrywać się,czasownik,B2
entry/ post,wpis,rzeczownik,B1
embarrassing,wprawiający w zakłopotanie,przymiotnik,B1
directly,wprost,przysłówek,B1
enter/ introduce,wprowadzać,czasownik,A2
key,wprowadzać (dane),czasownik,B1
launch/ market,wprowadzać na rynek,czasownik,B2
introduction,wprowadzenie,rzeczownik,A2
admit,wpuścić,czasownik,B1
impact/ influence,wpływ,rzeczownik,B1
affect/ impact/ influence,wpływać na,czasownik,A2
return,wracać,czasownik,A1
impression,wrażenie,rzeczownik,B1
sensitive,wrażliwy,przymiotnik,B2
scream,wrzask,rzeczownik,B2
September,wrzesień,rzeczownik,A1
scream,wrzeszczeć,czasownik,B2
boil,wrzeć,czasownik,A2
enemy,wróg,rzeczownik,B1
hand,wręczać,czasownik,B1
east/ eastern,wschodni,przymiotnik,A1
rise,wschodzić,czasownik,A2
east,wschód,rzeczownik,A1
mount,wsiadać,czasownik,B2
indicate/ point,wskazywać,czasownik,B1
clue/ tip,wskazówka,rzeczownik,B1
rate,wskaźnik,rzeczownik,A2
generous,wspaniałomyślny,przymiotnik,B1
grand/ wonderful,wspaniały,przymiotnik,B2
support,wsparcie,rzeczownik,A2
aid/ back/ support,wspierać,czasownik,B2
climb,wspinaczka,rzeczownik,B1
climb,wspinać się,czasownik,A1
donate,wspomagać,czasownik,B1
mention,wspominać,czasownik,A2
memory,wspomnienie,rzeczownik,A2
community,wspólnota,rzeczownik,A2
common/ corporate,wspólny,przymiotnik,A1
common,wspólny obszar,rzeczownik,B2
fellow,współ- (np. pasażer),przymiotnik,B2
contemporary/ modern,współczesny,przymiotnik,B2
sympathy,współczucie,rzeczownik,B2
back/ backwards,wstecz,przysłówek,A1
shake/ shock,wstrząs,rzeczownik,B1
shame,wstyd,rzeczownik,B2
introduction,wstęp,rzeczownik,A2
initially,wstępnie,przysłówek,B2
initial,wstępny,przymiotnik,B2
universe,wszechświat,rzeczownik,B2
all/ everybody/ everyone,wszyscy,zaimek,A1
all/ everything,wszystko,zaimek,A1
everywhere,wszędzie,przysłówek,A2
throughout,wszędzie w,przyimek / przysłówek,B1
then,wtedy,przysłówek,A1
Tuesday,wtorek,rzeczownik,A1
stick (push into/attach),wtykać,czasownik,B1
uncle,wujek,rzeczownik,A1
you,wy,zaimek,A1
excuse/ forgive,wybaczać,czasownik,B2
choose/ pick/ select,wybierać,czasownik,A1
elect,wybierać (w głosowaniu),czasownik,B2
delicious,wyborny,przymiotnik,A1
election,wybory,rzeczownik,B1
coast,wybrzeże,rzeczownik,A2
explosion,wybuch,rzeczownik,B1
explode,wybuchać,czasownik,B1
choice/ option/ pick/ selection/ variety,wybór,rzeczownik,A2
quotation,wycena,rzeczownik,B1
price/ quote/ value,wyceniać,czasownik,B2
marry,wychodzić za mąż,czasownik,A2
raise,wychowywać,czasownik,A2
tour/ trip,wycieczka,rzeczownik,A2
dry,wycierać,czasownik,A2
statement,wyciąg (z konta),rzeczownik,A1
stretch,wyciągać,czasownik,B2
conclude,wyciągać wnioski,czasownik,B1
recall,wycofywać,czasownik,B2
sense,wyczuwać,czasownik,B2
performance,wydajność,rzeczownik,B1
efficient,wydajny,przymiotnik,B2
edition/ issue/ release,wydanie,rzeczownik,B2
event/ occasion,wydarzenie,rzeczownik,A1
happen/ occur,wydarzyć się,czasownik,A1
expense,wydatek,rzeczownik,B2
spending,wydatki,rzeczownik,B1
issue/ publish,wydawać,czasownik,B2
spend,wydawać (pieniądze),czasownik,A1
release,wydawać (płytę,czasownik,B1
sound,wydawać dźwięk,czasownik,A1
appear/ seem,wydawać się,czasownik,A2
department/ division,wydział,rzeczownik,A2
appearance/ look,wygląd,rzeczownik,A2
look,wyglądać,czasownik,A1
comfort,wygoda,rzeczownik,B2
comfortable/ convenient,wygodny,przymiotnik,A2
win,wygrana,rzeczownik,B1
win,wygrywać,czasownik,A1
reveal,wyjawiać,czasownik,B2
account/ explain,wyjaśniać,czasownik,B2
explanation,wyjaśnienie,rzeczownik,A2
leave,wyjeżdżać,czasownik,A1
special/ unique,wyjątkowy,przymiotnik,A1
except,wyjąwszy że,spójnik,B1
quit,wyjść,czasownik,B1
register,wykaz,rzeczownik,B2
demonstrate,wykazywać,czasownik,B2
executive,wykonawczy,przymiotnik,B2
perform,wykonywać,czasownik,A2
finish,wykończenie,rzeczownik,A2
chart,wykres,rzeczownik,A1
detect,wykrywać,czasownik,B2
curve,wykrzywiać (się),czasownik,B2
education,wykształcenie,rzeczownik,A2
educated,wykształcony,przymiotnik,B1
qualified,wykwalifikowany,przymiotnik,B1
lecture/ talk,wykład,rzeczownik,A2
academic,wykładowca,rzeczownik,B2
cure,wyleczyć,czasownik,B2
relaxed,wyluzowany,przymiotnik,B1
requirement,wymaganie,rzeczownik,B2
demand/ require,wymagać,czasownik,B2
pronounce,wymawiać,czasownik,A2
exchange,wymiana,rzeczownik,B1
measurement,wymiar,rzeczownik,B2
justice,wymiar sprawiedliwości,rzeczownik,B2
exchange/ list/ replace/ trade,wymieniać,czasownik,B1
slip,wymknąć się,czasownik,B2
imaginary,wymyślony,przymiotnik,B1
requirement,wymóg,rzeczownik,B2
excuse,wymówka,rzeczownik,B2
pay/ salary,wynagrodzenie,rzeczownik,A2
hire,wynajem,rzeczownik,B2
hire/ rent,wynajmować,czasownik,B1
invention,wynalazek,rzeczownik,A2
invent,wynaleźć,czasownik,A2
outcome/ result/ score,wynik,rzeczownik,B2
finding,wynik (badania),rzeczownik,B2
negative,wynik negatywny,rzeczownik,B2
arise/ result,wynikać,czasownik,B2
amount,wynosić,czasownik,B2
average,wynosić średnio,czasownik,B1
imagination,wyobraźnia,rzeczownik,B2
fancy/ imagine/ picture,wyobrażać sobie,czasownik,B1
accident/ crash,wypadek,rzeczownik,A2
complete/ fill,wypełniać,czasownik,A1
equipment,wyposażenie,rzeczownik,A2
essay,wypracowanie,rzeczownik,A2
expedition,wyprawa,rzeczownik,B1
sale,wyprzedaż,rzeczownik,A2
advance,wyprzedzający,przymiotnik,B2
release,wypuszczać,czasownik,B1
stuff,wypychać,czasownik,B2
word,wyraz,rzeczownik,A1
clearly,wyraźnie,przysłówek,A2
clear,wyraźny,przymiotnik,A2
express,wyrażać,czasownik,A2
expression,wyrażenie,rzeczownik,A2
judgement,wyrok,rzeczownik,B2
understanding,wyrozumiałość,rzeczownik,A2
make,wyrób,rzeczownik,B2
level,wyrównywać,czasownik,B2
feature,wyróżniać,czasownik,B1
effort,wysiłek,rzeczownik,B1
spring,wyskakiwać,czasownik,B1
highly,wysoce,przysłówek,B1
high/ tall,wysoki,przymiotnik,A1
high,wysoko,przysłówek,A2
height,wysokość,rzeczownik,A2
island,wyspa,rzeczownik,A1
fit,wysportowany,przymiotnik,A2
enough,wystarczająco,przysłówek,A1
enough,wystarczający,określnik / zaimek,A1
display/ exhibition,wystawa,rzeczownik,B2
issue,wystawiać,czasownik,B2
stage,wystawiać (na scenie),czasownik,B2
bill,wystawić rachunek,czasownik,B2
performance,występ,rzeczownik,B1
occur/ perform,występować,czasownik,B1
forward,wysunięty,przymiotnik,B2
post/ send/ ship,wysyłać,czasownik,A1
email,wysyłać e-mail,czasownik,A1
mail,wysyłać pocztą,czasownik,A2
fancy,wyszukany,przymiotnik,B1
search,wyszukiwanie,rzeczownik,A2
strength,wytrzymałość,rzeczownik,B1
tough,wytrzymały,przymiotnik,B2
bear (deal with),wytrzymywać,czasownik,B2
generate/ produce,wytwarzać,czasownik,B2
stock,wywar,rzeczownik,B2
interview,wywiad,rzeczownik,A1
recover,wyzdrowieć,czasownik,B2
schedule/ time,wyznaczać termin,czasownik,B2
challenge,wyzwanie,rzeczownik,B1
challenge,wyzywać,czasownik,B2
emerge,wyłaniać,czasownik,B2
off,wyłączony,przysłówek,A1
line,wyściełać,czasownik,B2
race (competition),wyścig,rzeczownik,A2
racing,wyścigi,rzeczownik,B1
display/ screen/ show,wyświetlać,czasownik,B2
upper,wyższy,przymiotnik,B2
along,wzdłuż,przyimek,A2
along,wzdłuż,przysłówek,A2
regard,wzgląd,rzeczownik,B2
relative,względny,przymiotnik,B1
hill,wzgórze,rzeczownik,A2
take,wziąć,czasownik,A1
enhance,wzmacniać,czasownik,B2
mention,wzmianka,rzeczownik,B1
increase/ mount/ rise,wzrastać,czasownik,A2
sight/ vision,wzrok,rzeczownik,B1
growth/ height/ increase/ rise,wzrost,rzeczownik,B1
design/ model/ pattern/ sample,wzór,rzeczownik,A1
chief,wódz,rzeczownik,B2
smell,wąchać,czasownik,A2
narrow,wąski,przymiotnik,A2
doubt,wątpić,czasownik,B1
doubt,wątpliwość,rzeczownik,B1
snake,wąż,rzeczownik,A1
smell,węch,rzeczownik,A2
fishing,wędkarstwo,rzeczownik,A2
coal,węgiel,rzeczownik,B1
authority/ power,władza,rzeczownik,B1
self,własna osoba,rzeczownik,B2
possession/ property,własność,rzeczownik,A2
own,własny,przymiotnik / zaimek,A1
owner,właściciel,rzeczownik,A2
actually/ properly,właściwie,przysłówek,A2
property,właściwość,rzeczownik,B1
appropriate/ correct/ proper/ right,właściwy,przymiotnik,B2
just,właśnie,przysłówek,A1
fair,włosach),przymiotnik,A2
hair,włosy,rzeczownik,A1
include,włączać,czasownik,A1
on,włączony,przysłówek,A1
mad,wściekły,przymiotnik,B1
among,wśród,przyimek,A2
from/ of/ with,z,przyimek,A1
off,z (np. spaść z czegoś),przyimek,A1
off,z dala,przysłówek,A1
necessarily,z konieczności,przysłówek,B1
surely,z pewnością,przysłówek,B1
successfully,z powodzeniem,przysłówek,B1
back,z powrotem,przysłówek,A1
ahead,z przodu,przysłówek,B1
happily,z radością,przysłówek,A2
behind,z tyłu,przyimek,A1
behind,z tyłu,przysłówek,A1
except,z wyjątkiem,przyimek,A2
behind,za,przyimek,A1
past,za (czas,przyimek,A1
per,za (np. za godzinę),przyimek,A2
free,za darmo,przysłówek,A2
abroad,za granicą,przysłówek,A2
via,za pośrednictwem,przyimek,B2
adapt,zaadaptować,czasownik,B2
involved,zaangażowany,przymiotnik,B1
advanced,zaawansowany,przymiotnik,B1
fun/ play,zabawa,rzeczownik,A1
entertain,zabawiać,czasownik,B1
toy,zabawka,rzeczownik,A2
toy,zabawkowy,przymiotnik,A2
fun/ funny/ humorous,zabawny,przymiotnik,A2
secure,zabezpieczać,czasownik,B2
take,zabierać,czasownik,A1
kill,zabijać,czasownik,A2
killing,zabójstwo,rzeczownik,B1
west,zachodni,przymiotnik,A1
western,zachodni (np. film lub z regionu),przymiotnik,B1
behaviour/ conduct/ manner,zachowanie,rzeczownik,A2
keep/ preserve/ retain,zachowywać,czasownik,A1
behave,zachowywać się,czasownik,A2
delight,zachwycać,czasownik,B2
delighted,zachwycony,przymiotnik,B2
delight,zachwyt,rzeczownik,B2
west,zachód,rzeczownik,A1
encourage,zachęcać,czasownik,B1
interest,zaciekawić,czasownik,A1
begin/ start,zaczynać,czasownik,A1
assignment/ task,zadanie,rzeczownik,B1
homework,zadanie domowe,rzeczownik,A1
please/ satisfy,zadowalać,czasownik,A2
glad/ pleased/ satisfied,zadowolony,przymiotnik,B1
mystery,zagadka,rzeczownik,B1
missing,zaginiony,przymiotnik,A2
confusing,zagmatwany,przymiotnik,B2
bar,zagradzać,czasownik,B2
foreign,zagraniczny,przymiotnik,A2
threaten,zagrażać,czasownik,B2
threat,zagrożenie,rzeczownik,B2
hobby/ interest,zainteresowanie,rzeczownik,A1
concerned/ interested,zainteresowany,przymiotnik,B2
engage,zajmować,czasownik,B2
deal/ handle,zajmować się,czasownik,A2
activity,zajęcie,rzeczownik,A1
busy/ engaged,zajęty,przymiotnik,A1
ban,zakaz,rzeczownik,B1
ban,zakazać,czasownik,B1
infection,zakażenie,rzeczownik,B2
conclusion/ ending,zakończenie,rzeczownik,B1
extent/ range,zakres,rzeczownik,B2
circle,zakreślać kołem,czasownik,A2
covered,zakryty,przymiotnik,B1
cover,zakrywać,czasownik,A2
curved,zakrzywiony,przymiotnik,B2
bend/ curve,zakręt,rzeczownik,B1
purchase,zakup,rzeczownik,B2
shopping,zakupy,rzeczownik,A1
accommodation,zakwaterowanie,rzeczownik,B1
bet,zakład,rzeczownik,B2
assume/ establish/ found/ suppose,zakładać,czasownik,B2
bet,zakładać się,czasownik,B2
urge,zalecać,czasownik,B2
advantage,zaleta,rzeczownik,A2
flood,zalewać,czasownik,B1
depend,zależeć,czasownik,A2
subject,zależny,przymiotnik,B2
advance,zaliczka,rzeczownik,B2
freeze,zamarzać,czasownik,B1
order,zamawiać,czasownik,A1
castle,zamek,rzeczownik,A2
lock,zamek (w drzwiach),rzeczownik,A2
intention/ purpose,zamiar,rzeczownik,B1
instead,zamiast,przysłówek,A2
sweep,zamiatać,czasownik,B2
intend,zamierzać,czasownik,B1
deliberate/ intended,zamierzony,przymiotnik,B2
resident,zamieszkały,przymiotnik,B2
close,zamknięcie,rzeczownik,B2
closed/ shut,zamknięty,przymiotnik,A2
wealthy,zamożny,przymiotnik,B2
frozen,zamrożony,przymiotnik,B1
close/ shut,zamykać,czasownik,A1
lock,zamykać na klucz,czasownik,A2
order,zamówienie,rzeczownik,A1
married,zamężna,przymiotnik,A1
pollution,zanieczyszczenie,rzeczownik,A2
anxious/ concerned/ upset,zaniepokojony,przymiotnik,B2
before,zanim,spójnik,A2
note,zanotować,czasownik,B1
supply,zaopatrywać,czasownik,B1
supply,zaopatrzenie,rzeczownik,B1
smell,zapach,rzeczownik,A2
sink,zapadać się,czasownik,B1
light (lamp),zapalać,czasownik,A2
keen,zapalony,przymiotnik,B1
reserve/ stock/ supply,zapas,rzeczownik,B2
match,zapałka,rzeczownik,A1
ensure/ provide/ secure,zapewniać,czasownik,B2
house,zapewniać mieszkanie,czasownik,B2
fasten,zapinać,czasownik,B1
record,zapis,rzeczownik,A2
register,zapisać (się),czasownik,B2
record,zapisywać,czasownik,A2
save,zapisywać (dane),czasownik,A2
prevent,zapobiegać,czasownik,A2
forget,zapominać,czasownik,A1
invite,zapraszać,czasownik,A2
invitation,zaproszenie,rzeczownik,A2
deny,zaprzeczać,czasownik,B2
enquiry,zapytanie,rzeczownik,B2
earn,zarabiać,czasownik,A2
outline,zarys,rzeczownik,B2
administration/ board/ management,zarząd,rzeczownik,B2
management,zarządzanie,rzeczownik,B1
manage/ run,zarządzać,czasownik,A2
engaged,zaręczony,przymiotnik,B1
policy/ principle/ rule,zasada,rzeczownik,B1
basically,zasadniczo,przysłówek,B2
moral,zasady moralne,rzeczownik,B2
power,zasilanie,rzeczownik,A2
fuel/ power,zasilać,czasownik,B2
credit,zasilać konto,czasownik,B2
reach,zasięg,rzeczownik,B2
surprise,zaskakiwać,czasownik,A2
surprising,zaskakujący,przymiotnik,A2
surprise,zaskoczenie,rzeczownik,A2
surprised,zaskoczony,przymiotnik,A2
